Raport proby PiezoTester V2.0
Data rozpoczecia,2026-04-18 18:51:09
Data zakonczenia,2026-04-18 19:11:28
Czas trwania,20:18
Liczba probek,27
Typ testu,ramp
Obciazenie wstepne [g],600.000
Obciazenie koncowe [g],1000.000

Statystyki
Parametr,Srednia,Min,Max,Odch. std.
Obciazenie [g],993.138,890.557,1062.518,46.910
Rezystancja,114963.262,106311.945,127876.797,5360.629

date,time,idx,mode,phase,cycle,point,target_g,pwm_duty,pwm_pct,mass_g,resistance,load_v,zero_v,relative_v,sensor_v
2026-04-18,18:51:38,1,ramp,none,0,0,600.000000,7868,96.057000,923.145000,115355.117000,0.063307084,0.070973717,0.134280801,1.768831611
2026-04-18,18:52:06,2,ramp,none,0,0,613.793000,7871,96.093000,929.195000,114712.305000,0.063721962,0.071002863,0.134724826,1.764244437
2026-04-18,18:52:35,3,ramp,none,0,0,627.586000,7874,96.130000,923.776000,118978.391000,0.063350379,0.070978239,0.134328619,1.794183373
2026-04-18,18:53:04,4,ramp,none,0,0,641.379000,7880,96.203000,919.583000,118052.633000,0.063062832,0.070986614,0.134049445,1.787786126
2026-04-18,18:53:33,5,ramp,none,0,0,655.172000,7887,96.289000,890.557000,110417.695000,0.061072297,0.071012758,0.132085055,1.732878208
2026-04-18,18:56:32,6,ramp,none,0,0,682.759000,7896,96.398000,954.474000,112227.844000,0.065455601,0.071003214,0.136458814,1.746253729
2026-04-18,18:57:01,7,ramp,none,0,0,696.552000,7902,96.472000,957.379000,111862.852000,0.065654799,0.071010634,0.136665434,1.743575215
2026-04-18,18:57:29,8,ramp,none,0,0,710.345000,7911,96.582000,974.233000,122000.914000,0.066810615,0.070995770,0.137806386,1.814698219
2026-04-18,18:57:58,9,ramp,none,0,0,724.138000,7918,96.667000,981.350000,121198.984000,0.067298673,0.070996441,0.138295114,1.809309959
2026-04-18,18:58:27,10,ramp,none,0,0,737.931000,7923,96.728000,965.037000,113379.055000,0.066179983,0.071008809,0.137188792,1.754642129
2026-04-18,19:01:26,11,ramp,none,0,0,765.517000,7922,96.716000,991.369000,112454.242000,0.067985736,0.070989810,0.138975546,1.747910619
2026-04-18,19:01:55,12,ramp,none,0,0,779.310000,7927,96.777000,992.906000,115075.406000,0.068091154,0.071008310,0.139099464,1.766838908
2026-04-18,19:02:24,13,ramp,none,0,0,793.103000,7939,96.923000,992.467000,127876.797000,0.068061039,0.071034446,0.139095485,1.853021502
2026-04-18,19:05:23,14,ramp,none,0,0,820.690000,7937,96.899000,994.439000,106311.945000,0.068196252,0.070993617,0.139189869,1.701669693
2026-04-18,19:05:52,15,ramp,none,0,0,834.483000,7945,96.997000,1018.781000,124391.461000,0.069865599,0.071026608,0.140892208,1.830532074
2026-04-18,19:06:20,16,ramp,none,0,0,848.276000,7946,97.009000,1008.092000,109013.148000,0.069132566,0.070968315,0.140100881,1.722340107
2026-04-18,19:06:49,17,ramp,none,0,0,862.069000,7966,97.253000,1009.174000,110188.758000,0.069206767,0.071001820,0.140208587,1.731170177
2026-04-18,19:07:18,18,ramp,none,0,0,875.862000,7964,97.229000,1001.602000,106846.000000,0.068687513,0.071007416,0.139694929,1.705799222
2026-04-18,19:07:47,19,ramp,none,0,0,889.655000,7976,97.375000,1034.401000,110797.711000,0.070936777,0.071012698,0.141949475,1.735705376
2026-04-18,19:08:15,20,ramp,none,0,0,903.448000,7966,97.253000,1019.442000,119489.695000,0.069910921,0.071013309,0.140924230,1.797693491
2026-04-18,19:08:44,21,ramp,none,0,0,917.241000,7975,97.363000,1041.377000,115295.461000,0.071415156,0.071012527,0.142427683,1.768406987
2026-04-18,19:09:13,22,ramp,none,0,0,931.034000,7985,97.485000,1022.464000,109349.266000,0.070118159,0.070979685,0.141097844,1.724874854
2026-04-18,19:09:42,23,ramp,none,0,0,944.828000,7993,97.583000,1041.701000,115349.805000,0.071437396,0.071009256,0.142446652,1.768793821
2026-04-18,19:10:10,24,ramp,none,0,0,958.621000,7997,97.632000,1045.744000,112815.180000,0.071714669,0.071028277,0.142742947,1.750544786
2026-04-18,19:10:39,25,ramp,none,0,0,972.414000,7993,97.583000,1057.763000,121992.445000,0.072538860,0.071044825,0.143583685,1.814641595
2026-04-18,19:11:08,26,ramp,none,0,0,986.207000,8000,97.668000,1061.763000,118522.594000,0.072813191,0.071032189,0.143845379,1.791040421
2026-04-18,19:11:26,27,ramp,none,0,0,1000.000000,8007,97.754000,1062.518000,110052.383000,0.072864950,0.071043730,0.143908679,1.730150938
