Raport proby PiezoTester V2.0
Data rozpoczecia,2026-04-18 19:35:24
Data zakonczenia,2026-04-18 19:44:51
Czas trwania,09:27
Liczba probek,30
Typ testu,ramp
Obciazenie wstepne [g],500.000
Obciazenie koncowe [g],1194.400

Statystyki
Parametr,Srednia,Min,Max,Odch. std.
Obciazenie [g],856.508,510.825,1212.532,211.958
Rezystancja,122227.800,97343.578,154401.281,17016.548

date,time,idx,mode,phase,cycle,point,target_g,pwm_duty,pwm_pct,mass_g,resistance,load_v,zero_v,relative_v,sensor_v
2026-04-18,19:35:40,1,ramp,none,0,0,500.000000,7648,93.371000,510.825000,154401.281000,0.035031192,0.070980892,0.106012084,2.003972530
2026-04-18,19:35:56,2,ramp,none,0,0,523.945000,7663,93.554000,528.443000,145443.250000,0.036239386,0.071024626,0.107264012,1.956643105
2026-04-18,19:36:13,3,ramp,none,0,0,547.890000,7680,93.761000,552.406000,149296.109000,0.037882715,0.071017660,0.108900376,1.977416635
2026-04-18,19:36:35,4,ramp,none,0,0,571.834000,7690,93.884000,566.731000,153722.750000,0.038865067,0.071053311,0.109918378,2.000504494
2026-04-18,19:36:51,5,ramp,none,0,0,595.779000,7707,94.091000,599.297000,144094.281000,0.041098379,0.071007274,0.112105653,1.949214697
2026-04-18,19:37:08,6,ramp,none,0,0,619.724000,7725,94.311000,621.459000,131557.000000,0.042618208,0.070978351,0.113596559,1.876033068
2026-04-18,19:37:24,7,ramp,none,0,0,643.669000,7744,94.543000,650.681000,145654.531000,0.044622160,0.071036398,0.115658559,1.957799196
2026-04-18,19:37:40,8,ramp,none,0,0,667.614000,7762,94.763000,682.066000,126892.438000,0.046774484,0.071024269,0.117798753,1.846739888
2026-04-18,19:38:03,9,ramp,none,0,0,691.559000,7765,94.799000,691.396000,137367.562000,0.047414303,0.071067125,0.118481427,1.910911798
2026-04-18,19:38:19,10,ramp,none,0,0,715.503000,7787,95.068000,727.497000,134957.359000,0.049890041,0.071070567,0.120960608,1.896653771
2026-04-18,19:38:41,11,ramp,none,0,0,739.448000,7787,95.068000,739.736000,140195.766000,0.050729349,0.071057893,0.121787243,1.927277565
2026-04-18,19:38:58,12,ramp,none,0,0,763.393000,7813,95.385000,786.088000,123902.070000,0.053908050,0.071060240,0.124968290,1.827318072
2026-04-18,19:39:14,13,ramp,none,0,0,787.338000,7828,95.568000,802.698000,117755.992000,0.055047125,0.071070969,0.126118094,1.785724759
2026-04-18,19:39:36,14,ramp,none,0,0,811.283000,7838,95.690000,824.641000,116143.164000,0.056551903,0.071069598,0.127621502,1.774417877
2026-04-18,19:40:05,15,ramp,none,0,0,835.228000,7863,95.996000,823.515000,123033.734000,0.056474715,0.071085900,0.127560616,1.821580768
2026-04-18,19:40:28,16,ramp,none,0,0,859.172000,7873,96.118000,837.727000,119986.836000,0.057449326,0.071095020,0.128544345,1.801090717
2026-04-18,19:40:50,17,ramp,none,0,0,883.117000,7885,96.264000,885.337000,115504.023000,0.060714327,0.071057521,0.131771848,1.769890308
2026-04-18,19:41:13,18,ramp,none,0,0,907.062000,7897,96.411000,903.004000,114613.469000,0.061925851,0.071069919,0.132995769,1.763536692
2026-04-18,19:41:29,19,ramp,none,0,0,931.007000,7924,96.740000,949.141000,109029.914000,0.065089829,0.071019851,0.136109680,1.722466707
2026-04-18,19:41:45,20,ramp,none,0,0,954.952000,7944,96.984000,974.722000,111542.203000,0.066844158,0.071037956,0.137882113,1.741214395
2026-04-18,19:42:01,21,ramp,none,0,0,978.897000,7965,97.241000,1000.347000,109901.445000,0.068601429,0.071067244,0.139668673,1.729021311
2026-04-18,19:42:18,22,ramp,none,0,0,1002.841000,7980,97.424000,1031.970000,108145.336000,0.070770055,0.071067959,0.141838014,1.715757847
2026-04-18,19:42:34,23,ramp,none,0,0,1026.786000,8000,97.668000,1051.746000,109288.188000,0.072126284,0.071014628,0.143140912,1.724414825
2026-04-18,19:42:56,24,ramp,none,0,0,1050.731000,8007,97.754000,1057.322000,107221.367000,0.072508663,0.071074188,0.143582851,1.708689094
2026-04-18,19:43:19,25,ramp,none,0,0,1074.676000,8018,97.888000,1079.738000,105853.648000,0.074045897,0.071063265,0.145109162,1.698108792
2026-04-18,19:43:50,26,ramp,none,0,0,1098.621000,8090,98.767000,1181.926000,102679.234000,0.081053704,0.071082920,0.152136624,1.673001647
2026-04-18,19:44:13,27,ramp,none,0,0,1122.566000,8054,98.327000,1106.136000,106141.602000,0.075856209,0.071099371,0.146955580,1.700347900
2026-04-18,19:44:29,28,ramp,none,0,0,1146.510000,8081,98.657000,1162.320000,97343.578000,0.079709157,0.071034566,0.150743723,1.628979683
2026-04-18,19:44:45,29,ramp,none,0,0,1170.455000,8093,98.804000,1153.797000,106959.148000,0.079124667,0.071066685,0.150191352,1.706671476
2026-04-18,19:44:51,30,ramp,none,0,0,1194.400000,8114,99.060000,1212.532000,98206.727000,0.083152600,0.071054570,0.154207170,1.636261940
